Domain,"Variable Description","Key Analysis Variable","Flags for Analysis","ANALYSIS DATASET(S) INCLUSION","CB STANDARIZED variable
[max 12 characters = study (C_) + domain (XX) + name (8 char)]","CB SOURCE variable","Type/ Length",Origin,"CB categorical values as they appear on Survey","CB calculation/format","CB timepoints (weeks)","CB SOURCE: Data table(s) (for raw variables only)","CB CRF # (for raw variables only) and Q#",Notes,"BACPAC Harmonization","Reference Documents (original ques/measurement text, code, etc)",References
"Pathophysiology / Imaging (IM)","MUSCLE FAT FRACTION: Average fat fraction value within both left and right multifidus muscle ROIs from 2 adjacent slices at the L4L5 disc level on Ax IDEAL MRI Fat Fraction maps",,"For Missing data, see Flag Variable (C_IMFFAL45MF) for Missing Reason",,C_IMFFAL45MU,ff_mean_l4l5_mu,Num/?,"Post-processing data",NA,"BEST12. ","0, 104",CMBKderived.csv,NA,"NOTE: Muscle Segmentation - IDEAL Data 
Clinical Spine MRI post-processing assessments were performed by the UCSF Pathophysiology Core
MUSCLE FAT FRACTION: Advanced Spine MRI
Average fat fraction value within both left and right
multifidus muscle ROIs from 2 adjacent slices at the L4L5
disc level on Ax IDEAL MRI Fat Fraction maps",,,
"Pathophysiology / Imaging (IM)","MUSCLE FAT FRACTION:  [FLAG VARIABLE, Reason for Missing Data] Average fat fraction value within both left and right multifidus muscle ROIs from 2 adjacent slices at the L4L5 disc level on Ax IDEAL MRI Fat Fraction maps",,,,C_IMFFAL45MF,C_IMFFAL45MF,Num/4,"Post-processing data",NA,"IMFLAG.  
Missing value codes:
111=missing acquisition
222=missing from field of view
333=missing due to damage(non segmentable)
444=incomplete (e.g. scoliosis)
555=artifact (e.g. metallic implant)
9999=missing data for any reason","0, 104",CMBKderived.csv,NA,"NOTE: Muscle Segmentation - IDEAL Data 
Clinical Spine MRI post-processing assessments were performed by the UCSF Pathophysiology Core
MUSCLE FAT FRACTION: Advanced Spine MRI
Average fat fraction value within both left and right
multifidus muscle ROIs from 2 adjacent slices at the L4L5
disc level on Ax IDEAL MRI Fat Fraction maps",,,
"Pathophysiology / Imaging (IM)","MUSCLE FAT FRACTION: Average fat fraction value within both left and right psoas muscle ROIs from 2 adjacent slices at the L4L5 disc level on Ax IDEAL MRI Fat Fraction maps",,"For Missing data, see Flag Variable (C_IMFFAL45PF) for Missing Reason",,C_IMFFAL45PS,ff_mean_l4l5_ps,Num/?,"Post-processing data",NA,"BEST12. ","0, 104",CMBKderived.csv,NA,"NOTE: Muscle Segmentation - IDEAL Data 
Clinical Spine MRI post-processing assessments were performed by the UCSF Pathophysiology Core
MUSCLE FAT FRACTION: Advanced Spine MRI
Average fat fraction value within both left and right psoas muscle ROIs from 2 adjacent slices at the L4L5 disc level on Ax IDEAL MRI Fat Fraction maps",,,
"Pathophysiology / Imaging (IM)","MUSCLE FAT FRACTION:  [FLAG VARIABLE, Reason for Missing Data] Average fat fraction value within both left and right psoas muscle ROIs from 2 adjacent slices at the L4L5 disc level on Ax IDEAL MRI Fat Fraction maps",,,,C_IMFFAL45PF,C_IMFFAL45PF,Num/4,"Post-processing data",NA,"IMFLAG.  
Missing value codes:
111=missing acquisition
222=missing from field of view
333=missing due to damage(non segmentable)
444=incomplete (e.g. scoliosis)
555=artifact (e.g. metallic implant)
9999=missing data for any reason","0, 104",CMBKderived.csv,NA,"NOTE: Muscle Segmentation - IDEAL Data 
Clinical Spine MRI post-processing assessments were performed by the UCSF Pathophysiology Core
MUSCLE FAT FRACTION: Advanced Spine MRI
Average fat fraction value within both left and right psoas muscle ROIs from 2 adjacent slices at the L4L5 disc level on Ax IDEAL MRI Fat Fraction maps",,,
"Pathophysiology / Imaging (IM)","MUSCLE FAT FRACTION: Average fat fraction value within both left and right erector spinae muscle ROIs from 2 adjacent slices at the L3L4 disc level on Ax IDEAL MRI Fat Fraction maps",,"For Missing data, see Flag Variable (C_IMFFAL34EF) for Missing Reason",,C_IMFFAL34ES,ff_mean_l3l4_es,Num/?,"Post-processing data",NA,"BEST12. ","0, 104",CMBKderived.csv,NA,"NOTE: Muscle Segmentation - IDEAL Data 
Clinical Spine MRI post-processing assessments were performed by the UCSF Pathophysiology Core
MUSCLE FAT FRACTION: Advanced Spine MRI
Average fat fraction value within both left and right
erector spinae muscle ROIs from 2 adjacent slices at the
L3L4 disc level on Ax IDEAL MRI Fat Fraction maps",,,
"Pathophysiology / Imaging (IM)","MUSCLE FAT FRACTION:  [FLAG VARIABLE, Reason for Missing Data] Average fat fraction value within both left and right erector spinae muscle ROIs from 2 adjacent slices at the L3L4 disc level on Ax IDEAL MRI Fat Fraction maps",,,,C_IMFFAL34EF,C_IMFFAL34EF,Num/4,"Post-processing data",NA,"IMFLAG.  
Missing value codes:
111=missing acquisition
222=missing from field of view
333=missing due to damage(non segmentable)
444=incomplete (e.g. scoliosis)
555=artifact (e.g. metallic implant)
9999=missing data for any reason","0, 104",CMBKderived.csv,NA,"NOTE: Muscle Segmentation - IDEAL Data 
Clinical Spine MRI post-processing assessments were performed by the UCSF Pathophysiology Core
MUSCLE FAT FRACTION: Advanced Spine MRI
Average fat fraction value within both left and right
erector spinae muscle ROIs from 2 adjacent slices at the
L3L4 disc level on Ax IDEAL MRI Fat Fraction maps",,,
"Pathophysiology / Imaging (IM)","MUSCLE FAT FRACTION: Average fat fraction value within both left and right multifidus muscle ROIs from 2 adjacent slices at the L3L4 disc level on Ax IDEAL MRI Fat Fraction maps",,"For Missing data, see Flag Variable (C_IMFFAL34MF) for Missing Reason",,C_IMFFAL34MU,ff_mean_l3l4_mu,Num/?,"Post-processing data",NA,"BEST12. ","0, 104",CMBKderived.csv,NA,"NOTE: Muscle Segmentation - IDEAL Data 
Clinical Spine MRI post-processing assessments were performed by the UCSF Pathophysiology Core
MUSCLE FAT FRACTION: Advanced Spine MRI
Average fat fraction value within both left and right
multifidus muscle ROIs from 2 adjacent slices at the L3L4
disc level on Ax IDEAL MRI Fat Fraction maps",,,
"Pathophysiology / Imaging (IM)","MUSCLE FAT FRACTION:  [FLAG VARIABLE, Reason for Missing Data] Average fat fraction value within both left and right multifidus muscle ROIs from 2 adjacent slices at the L3L4 disc level on Ax IDEAL MRI Fat Fraction maps",,,,C_IMFFAL34MF,C_IMFFAL34MF,Num/4,"Post-processing data",NA,"IMFLAG.  
Missing value codes:
111=missing acquisition
222=missing from field of view
333=missing due to damage(non segmentable)
444=incomplete (e.g. scoliosis)
555=artifact (e.g. metallic implant)
9999=missing data for any reason","0, 104",CMBKderived.csv,NA,"NOTE: Muscle Segmentation - IDEAL Data 
Clinical Spine MRI post-processing assessments were performed by the UCSF Pathophysiology Core
MUSCLE FAT FRACTION: Advanced Spine MRI
Average fat fraction value within both left and right
multifidus muscle ROIs from 2 adjacent slices at the L3L4
disc level on Ax IDEAL MRI Fat Fraction maps",,,
"Pathophysiology / Imaging (IM)","MUSCLE FAT FRACTION: Average fat fraction value within both left and right psoas muscle ROIs from 2 adjacent slices at the L3L4 disc level on Ax IDEAL MRI Fat Fraction maps",,"For Missing data, see Flag Variable (C_IMFFAL34PF) for Missing Reason",,C_IMFFAL34PS,ff_mean_l3l4_ps,Num/?,"Post-processing data",NA,"BEST12. ","0, 104",CMBKderived.csv,NA,"NOTE: Muscle Segmentation - IDEAL Data 
Clinical Spine MRI post-processing assessments were performed by the UCSF Pathophysiology Core
MUSCLE FAT FRACTION: Advanced Spine MRI
Average fat fraction value within both left and right psoas muscle ROIs from 2 adjacent slices at the L3L4 disc level on Ax IDEAL MRI Fat Fraction maps",,,
"Pathophysiology / Imaging (IM)","MUSCLE FAT FRACTION:  [FLAG VARIABLE, Reason for Missing Data] Average fat fraction value within both left and right psoas muscle ROIs from 2 adjacent slices at the L3L4 disc level on Ax IDEAL MRI Fat Fraction maps",,,,C_IMFFAL34PF,C_IMFFAL34PF,Num/4,"Post-processing data",NA,"IMFLAG.  
Missing value codes:
111=missing acquisition
222=missing from field of view
333=missing due to damage(non segmentable)
444=incomplete (e.g. scoliosis)
555=artifact (e.g. metallic implant)
9999=missing data for any reason","0, 104",CMBKderived.csv,NA,"NOTE: Muscle Segmentation - IDEAL Data 
Clinical Spine MRI post-processing assessments were performed by the UCSF Pathophysiology Core
MUSCLE FAT FRACTION: Advanced Spine MRI
Average fat fraction value within both left and right psoas muscle ROIs from 2 adjacent slices at the L3L4 disc level on Ax IDEAL MRI Fat Fraction maps",,,
"Pathophysiology / Imaging (IM)","MUSCLE FAT FRACTION: Average fat fraction value within both left and right erector spinae muscle ROIs from 2 adjacent slices at the L2L3 disc level on Ax IDEAL MRI Fat Fraction maps",,"For Missing data, see Flag Variable (C_IMFFAL23EF) for Missing Reason",,C_IMFFAL23ES,ff_mean_l2l3_es,Num/?,"Post-processing data",NA,"BEST12. ","0, 104",CMBKderived.csv,NA,"NOTE: Muscle Segmentation - IDEAL Data 
Clinical Spine MRI post-processing assessments were performed by the UCSF Pathophysiology Core
MUSCLE FAT FRACTION: Advanced Spine MRI
Average fat fraction value within both left and right
erector spinae muscle ROIs from 2 adjacent slices at the
L2L3 disc level on Ax IDEAL MRI Fat Fraction maps",,,
"Pathophysiology / Imaging (IM)","MUSCLE FAT FRACTION:  [FLAG VARIABLE, Reason for Missing Data] Average fat fraction value within both left and right erector spinae muscle ROIs from 2 adjacent slices at the L2L3 disc level on Ax IDEAL MRI Fat Fraction maps",,,,C_IMFFAL23EF,C_IMFFAL23EF,Num/4,"Post-processing data",NA,"IMFLAG.  
Missing value codes:
111=missing acquisition
222=missing from field of view
333=missing due to damage(non segmentable)
444=incomplete (e.g. scoliosis)
555=artifact (e.g. metallic implant)
9999=missing data for any reason","0, 104",CMBKderived.csv,NA,"NOTE: Muscle Segmentation - IDEAL Data 
Clinical Spine MRI post-processing assessments were performed by the UCSF Pathophysiology Core
MUSCLE FAT FRACTION: Advanced Spine MRI
Average fat fraction value within both left and right
erector spinae muscle ROIs from 2 adjacent slices at the
L2L3 disc level on Ax IDEAL MRI Fat Fraction maps",,,
"Pathophysiology / Imaging (IM)","MUSCLE FAT FRACTION: Average fat fraction value within both left and right multifidus muscle ROIs from 2 adjacent slices at the L2L3 disc level on Ax IDEAL MRI Fat Fraction maps",,"For Missing data, see Flag Variable (C_IMFFAL23MF) for Missing Reason",,C_IMFFAL23MU,ff_mean_l2l3_mu,Num/?,"Post-processing data",NA,"BEST12. ","0, 104",CMBKderived.csv,NA,"NOTE: Muscle Segmentation - IDEAL Data 
Clinical Spine MRI post-processing assessments were performed by the UCSF Pathophysiology Core
MUSCLE FAT FRACTION: Advanced Spine MRI
Average fat fraction value within both left and right
multifidus muscle ROIs from 2 adjacent slices at the L2L3
disc level on Ax IDEAL MRI Fat Fraction maps",,,
"Pathophysiology / Imaging (IM)","MUSCLE FAT FRACTION:  [FLAG VARIABLE, Reason for Missing Data] Average fat fraction value within both left and right multifidus muscle ROIs from 2 adjacent slices at the L2L3 disc level on Ax IDEAL MRI Fat Fraction maps",,,,C_IMFFAL23MF,C_IMFFAL23MF,Num/4,"Post-processing data",NA,"IMFLAG.  
Missing value codes:
111=missing acquisition
222=missing from field of view
333=missing due to damage(non segmentable)
444=incomplete (e.g. scoliosis)
555=artifact (e.g. metallic implant)
9999=missing data for any reason","0, 104",CMBKderived.csv,NA,"NOTE: Muscle Segmentation - IDEAL Data 
Clinical Spine MRI post-processing assessments were performed by the UCSF Pathophysiology Core
MUSCLE FAT FRACTION: Advanced Spine MRI
Average fat fraction value within both left and right
multifidus muscle ROIs from 2 adjacent slices at the L2L3
disc level on Ax IDEAL MRI Fat Fraction maps",,,
"Pathophysiology / Imaging (IM)","MUSCLE FAT FRACTION: Average fat fraction value within both left and right psoas muscle ROIs from 2 adjacent slices at the L2L3 disc level on Ax IDEAL MRI Fat Fraction maps",,"For Missing data, see Flag Variable (C_IMFFAL23PF) for Missing Reason",,C_IMFFAL23PS,ff_mean_l2l3_ps,Num/?,"Post-processing data",NA,"BEST12. ","0, 104",CMBKderived.csv,NA,"NOTE: Muscle Segmentation - IDEAL Data 
Clinical Spine MRI post-processing assessments were performed by the UCSF Pathophysiology Core
MUSCLE FAT FRACTION: Advanced Spine MRI
: Average fat fraction value within both left and right
psoas muscle ROIs from 2 adjacent slices at the L2L3 disc
level on Ax IDEAL MRI Fat Fraction maps",,,
"Pathophysiology / Imaging (IM)","MUSCLE FAT FRACTION:  [FLAG VARIABLE, Reason for Missing Data] Average fat fraction value within both left and right psoas muscle ROIs from 2 adjacent slices at the L2L3 disc level on Ax IDEAL MRI Fat Fraction maps",,,,C_IMFFAL23PF,C_IMFFAL23PF,Num/4,"Post-processing data",NA,"IMFLAG.  
Missing value codes:
111=missing acquisition
222=missing from field of view
333=missing due to damage(non segmentable)
444=incomplete (e.g. scoliosis)
555=artifact (e.g. metallic implant)
9999=missing data for any reason","0, 104",CMBKderived.csv,NA,"NOTE: Muscle Segmentation - IDEAL Data 
Clinical Spine MRI post-processing assessments were performed by the UCSF Pathophysiology Core
MUSCLE FAT FRACTION: Advanced Spine MRI
: Average fat fraction value within both left and right
psoas muscle ROIs from 2 adjacent slices at the L2L3 disc
level on Ax IDEAL MRI Fat Fraction maps",,,
"Pathophysiology / Imaging (IM)","MUSCLE FAT FRACTION: Average fat fraction value within both left and right erector spinae muscle ROIs from 2 adjacent slices at the L1L2 disc level on Ax IDEAL MRI Fat Fraction maps",,"For Missing data, see Flag Variable (C_IMFFAL12EF) for Missing Reason",,C_IMFFAL12ES,ff_mean_l1l2_es,Num/?,"Post-processing data",NA,"BEST12. ","0, 104",CMBKderived.csv,NA,"NOTE: Muscle Segmentation - IDEAL Data 
Clinical Spine MRI post-processing assessments were performed by the UCSF Pathophysiology Core
MUSCLE FAT FRACTION: Advanced Spine MRI
Average fat fraction value within both left and right erector spinae muscle ROIs from 2 adjacent slices at the L1L2 disc level on Ax IDEAL MRI Fat Fraction maps",,,
"Pathophysiology / Imaging (IM)","MUSCLE FAT FRACTION:  [FLAG VARIABLE, Reason for Missing Data] Average fat fraction value within both left and right erector spinae muscle ROIs from 2 adjacent slices at the L1L2 disc level on Ax IDEAL MRI Fat Fraction maps",,,,C_IMFFAL12EF,C_IMFFAL12EF,Num/4,"Post-processing data",NA,"IMFLAG.  
Missing value codes:
111=missing acquisition
222=missing from field of view
333=missing due to damage(non segmentable)
444=incomplete (e.g. scoliosis)
555=artifact (e.g. metallic implant)
9999=missing data for any reason","0, 104",CMBKderived.csv,NA,"NOTE: Muscle Segmentation - IDEAL Data 
Clinical Spine MRI post-processing assessments were performed by the UCSF Pathophysiology Core
MUSCLE FAT FRACTION: Advanced Spine MRI
Average fat fraction value within both left and right erector spinae muscle ROIs from 2 adjacent slices at the L1L2 disc level on Ax IDEAL MRI Fat Fraction maps",,,
"Pathophysiology / Imaging (IM)","MUSCLE FAT FRACTION: Average fat fraction value within both left and right multifidus muscle ROIs from 2 adjacent slices at the L1L2 disc level on Ax IDEAL MRI Fat Fraction maps",,"For Missing data, see Flag Variable (C_IMFFAL12MF) for Missing Reason",,C_IMFFAL12MU,ff_mean_l1l2_mu,Num/?,"Post-processing data",NA,"BEST12. ","0, 104",CMBKderived.csv,NA,"NOTE: Muscle Segmentation - IDEAL Data 
Clinical Spine MRI post-processing assessments were performed by the UCSF Pathophysiology Core
MUSCLE FAT FRACTION: Advanced Spine MRI
Average fat fraction value within both left and right
multifidus muscle ROIs from 2 adjacent slices at the L1L2
disc level on Ax IDEAL MRI Fat Fraction maps",,,
"Pathophysiology / Imaging (IM)","MUSCLE FAT FRACTION:  [FLAG VARIABLE, Reason for Missing Data] Average fat fraction value within both left and right multifidus muscle ROIs from 2 adjacent slices at the L1L2 disc level on Ax IDEAL MRI Fat Fraction maps",,,,C_IMFFAL12MF,C_IMFFAL12MF,Num/4,"Post-processing data",NA,"IMFLAG.  
Missing value codes:
111=missing acquisition
222=missing from field of view
333=missing due to damage(non segmentable)
444=incomplete (e.g. scoliosis)
555=artifact (e.g. metallic implant)
9999=missing data for any reason","0, 104",CMBKderived.csv,NA,"NOTE: Muscle Segmentation - IDEAL Data 
Clinical Spine MRI post-processing assessments were performed by the UCSF Pathophysiology Core
MUSCLE FAT FRACTION: Advanced Spine MRI
Average fat fraction value within both left and right
multifidus muscle ROIs from 2 adjacent slices at the L1L2
disc level on Ax IDEAL MRI Fat Fraction maps",,,
"Pathophysiology / Imaging (IM)","MUSCLE FAT FRACTION: Average fat fraction value within both left and right psoas muscle ROIs from 2 adjacent slices at the L1L2 disc level on Ax IDEAL MRI Fat Fraction maps",,"For Missing data, see Flag Variable (C_IMFFAL12PF) for Missing Reason",,C_IMFFAL12PS,ff_mean_l1l2_ps,Num/?,"Post-processing data",NA,"BEST12. ","0, 104",CMBKderived.csv,NA,"NOTE: Muscle Segmentation - IDEAL Data 
Clinical Spine MRI post-processing assessments were performed by the UCSF Pathophysiology Core
MUSCLE FAT FRACTION: Advanced Spine MRI
Average fat fraction value within both left and right psoas muscle ROIs from 2 adjacent slices at the L1L2 disc level on Ax IDEAL MRI Fat Fraction maps",,,
"Pathophysiology / Imaging (IM)","MUSCLE FAT FRACTION:  [FLAG VARIABLE, Reason for Missing Data] Average fat fraction value within both left and right psoas muscle ROIs from 2 adjacent slices at the L1L2 disc level on Ax IDEAL MRI Fat Fraction maps",,,,C_IMFFAL12PF,C_IMFFAL12PF,Num/4,"Post-processing data",NA,"IMFLAG.  
Missing value codes:
111=missing acquisition
222=missing from field of view
333=missing due to damage(non segmentable)
444=incomplete (e.g. scoliosis)
555=artifact (e.g. metallic implant)
9999=missing data for any reason","0, 104",CMBKderived.csv,NA,"NOTE: Muscle Segmentation - IDEAL Data 
Clinical Spine MRI post-processing assessments were performed by the UCSF Pathophysiology Core
MUSCLE FAT FRACTION: Advanced Spine MRI
Average fat fraction value within both left and right psoas muscle ROIs from 2 adjacent slices at the L1L2 disc level on Ax IDEAL MRI Fat Fraction maps",,,
